team,season,xg_mean,xg_std,xg_against_mean,xg_against_std,xg_diff_mean,goals_mean,goals_against_mean,goals_diff_mean,win_rate,draw_rate,loss_rate,total_matches,home_win_rate,away_win_rate,recent_xg_mean,recent_xg_against_mean,recent_goals_mean,recent_win_rate,recent_draw_rate,recent_loss_rate,recent_points
Athletic Club,2023,1.6220545526315788,1.099702291779073,1.1060880973684213,0.82589871849253,0.515966455263158,1.605263157894737,0.9736842105263158,0.631578947368421,0.5,0.2894736842105263,0.21052631578947367,38,0.631578947368421,0.3684210526315789,1.2379132,1.7989158,1.6,0.6,0.2,0.2,10
Real Sociedad,2023,1.293792552631579,0.6376747806859296,1.2444852631578947,0.7400245157028787,0.04930728947368421,1.3421052631578947,1.0263157894736843,0.3157894736842105,0.42105263157894735,0.3157894736842105,0.2631578947368421,38,0.42105263157894735,0.42105263157894735,0.8387270000000001,1.3615287999999999,1.0,0.6,0.0,0.4,9
Real Betis,2023,1.3925165789473684,0.6173753225950852,1.380977236842105,0.8560627586545982,0.011539342105263145,1.263157894736842,1.1842105263157894,0.07894736842105263,0.3684210526315789,0.39473684210526316,0.23684210526315788,38,0.47368421052631576,0.2631578947368421,1.4462139999999999,1.3520037999999999,1.4,0.4,0.4,0.2,8
Getafe,2023,1.3230747105263156,0.8637380643443314,1.5171105263157894,0.7112387239992968,-0.19403581578947374,1.105263157894737,1.4210526315789473,-0.3157894736842105,0.2631578947368421,0.34210526315789475,0.39473684210526316,38,0.42105263157894735,0.10526315789473684,1.3821844,1.3892056,0.2,0.0,0.0,1.0,0
Celta Vigo,2023,1.483950763157895,1.004934483719762,1.5806226315789476,1.020529211998639,-0.09667186842105266,1.2105263157894737,1.5,-0.2894736842105263,0.2631578947368421,0.2894736842105263,0.4473684210526316,38,0.3157894736842105,0.21052631578947367,1.8126350000000002,1.3300074,1.8,0.6,0.2,0.2,10
Osasuna,2023,1.2049202368421055,0.5312346460951198,1.5097058157894738,0.8797239565708023,-0.3047855789473685,1.1842105263157894,1.4736842105263157,-0.2894736842105263,0.3157894736842105,0.23684210526315788,0.4473684210526316,38,0.3157894736842105,0.3157894736842105,1.0969556,1.4265932,1.6,0.2,0.6,0.2,6
Barcelona,2024,2.617500342105263,1.2227175271271393,1.1310775,0.7758666909315114,1.486422842105263,2.6842105263157894,1.0263157894736843,1.6578947368421053,0.7368421052631579,0.10526315789473684,0.15789473684210525,38,0.7368421052631579,0.7368421052631579,2.3973793999999997,1.5070316,2.6,0.8,0.0,0.2,12
Real Madrid,2024,2.318304763157895,1.1832364449727506,1.2124189894736839,0.8749792714515685,1.1058857736842107,2.0526315789473686,1.0,1.0526315789473684,0.6842105263157895,0.15789473684210525,0.15789473684210525,38,0.8421052631578947,0.5263157894736842,2.735298,1.6764148000000003,2.4,0.8,0.0,0.2,12
Atletico Madrid,2024,1.9031987105263157,1.2438588877832784,1.014772455263158,0.7350327102473868,0.8884262552631579,1.7894736842105263,0.7894736842105263,1.0,0.5789473684210527,0.2631578947368421,0.15789473684210525,38,0.7368421052631579,0.42105263157894735,2.2993498,0.63075958,2.4,0.6,0.2,0.2,10
Sevilla,2024,1.1870590263157894,0.6296169883844865,1.3365819736842104,0.7541014502094345,-0.149522947368421,1.105263157894737,1.4473684210526316,-0.34210526315789475,0.2631578947368421,0.2894736842105263,0.4473684210526316,38,0.3157894736842105,0.21052631578947367,1.6031522000000002,1.0822842000000001,1.4,0.2,0.2,0.6,4
Valencia,2024,1.23450395,0.6226092705593503,1.4681051842105264,1.0631125247875985,-0.23360123421052623,1.1578947368421053,1.4210526315789473,-0.2631578947368421,0.2894736842105263,0.34210526315789475,0.3684210526315789,38,0.47368421052631576,0.10526315789473684,1.2536488000000001,1.3555281999999997,1.4,0.4,0.2,0.4,7
Villarreal,2024,1.948764947368421,0.9527913611346157,1.3552341842105264,0.8862184603293551,0.5935307631578947,1.868421052631579,1.3421052631578947,0.5263157894736842,0.5263157894736842,0.2631578947368421,0.21052631578947367,38,0.47368421052631576,0.5789473684210527,2.024318,1.220393,3.0,1.0,0.0,0.0,15
Athletic Club,2024,1.5710947368421053,1.1014258434535857,1.115366815789474,0.7287971079848747,0.4557279210526317,1.4210526315789473,0.7631578947368421,0.6578947368421053,0.5,0.34210526315789475,0.15789473684210525,38,0.5789473684210527,0.42105263157894735,0.9659447999999999,1.204494,0.8,0.6,0.2,0.2,10
Real Sociedad,2024,1.2606726657894736,0.8386069740426817,1.2943115263157896,0.7802471835127682,-0.033638860526315734,0.9210526315789473,1.2105263157894737,-0.2894736842105263,0.34210526315789475,0.18421052631578946,0.47368421052631576,38,0.42105263157894735,0.2631578947368421,1.512512,1.5023855999999998,0.6,0.2,0.2,0.6,4
Real Betis,2024,1.5997800263157895,0.7972454570707306,1.361345157894737,0.9566603892842473,0.2384348684210527,1.5,1.3157894736842106,0.18421052631578946,0.42105263157894735,0.3157894736842105,0.2631578947368421,38,0.47368421052631576,0.3684210526315789,0.9123532000000001,1.9985682,1.4,0.2,0.6,0.2,6
Getafe,2024,1.0888667631578948,0.7161688767425405,1.3452680605263159,0.8927459442214737,-0.25640129736842093,0.8947368421052632,1.0263157894736843,-0.13157894736842105,0.2894736842105263,0.23684210526315788,0.47368421052631576,38,0.21052631578947367,0.3684210526315789,0.8093462,1.5281578,0.6,0.2,0.0,0.8,3
Celta Vigo,2024,1.5381565526315786,0.828830307601955,1.324016342105263,0.9182901078428402,0.2141402105263158,1.5526315789473684,1.5,0.05263157894736842,0.42105263157894735,0.18421052631578946,0.39473684210526316,38,0.5789473684210527,0.2631578947368421,1.6244142,2.0534114,1.8,0.6,0.0,0.4,9
