match_id,team,total_passes,unique_players,unique_recipients,successful_passes,pass_accuracy,avg_pass_distance,max_pass_distance,min_pass_distance,std_pass_distance,total_pass_distance,passes_first_half,passes_second_half,passes_ratio_halves,avg_passes_per_player,max_passes_per_player,std_passes_per_player,static_num_nodes,static_num_edges,static_density,static_avg_degree,static_max_degree,static_min_degree,static_std_degree,static_avg_in_degree,static_max_in_degree,static_avg_out_degree,static_max_out_degree,static_avg_clustering,static_max_clustering,static_std_clustering,static_avg_betweenness,static_max_betweenness,static_std_betweenness,static_avg_pagerank,static_max_pagerank,static_std_pagerank,static_avg_closeness,static_max_closeness,static_is_connected,static_num_components,static_avg_edge_weight,static_max_edge_weight,static_std_edge_weight,static_total_edge_weight,temporal_density_mean,temporal_density_std,temporal_density_max,temporal_density_min,temporal_density_range,temporal_density_variability,temporal_clustering_mean,temporal_clustering_std,temporal_edges_mean,temporal_edges_std,temporal_edges_max,temporal_density_first_half,temporal_density_second_half,temporal_density_change_halves,temporal_clustering_first_half,temporal_clustering_second_half,temporal_density_trend,resultado,xg_team,xg_rival,xg_diff
3773585,Real Madrid,567,14,14,501,0.8835978835978836,18.654814329432796,87.39937070711666,0.6999999999999997,12.343005674779132,10577.279724788395,332,235,0.7078313253012049,40.5,75,18.371173070873837,14,133,0.7307692307692307,19.0,25,8,4.7207747548166585,9.5,12,9.5,13,0.1725665496366972,0.2337593591368181,0.0362181692224473,0.07442002442002442,0.22234432234432233,0.054019409896922145,0.07142857142857142,0.11520567078615347,0.029010676591504917,0.405663394689726,0.48148148148148145,1,1,4.2631578947368425,18,3.4595291453317865,567,0.254135101010101,0.06213236410936894,0.375,0.11363636363636363,0.26136363636363635,0.05642212397531546,0.23092601798548937,0.12308817640710133,23.395833333333332,7.634578624923698,38,0.28345959595959597,0.2293220668220668,-0.05413752913752917,0.2906404015390249,0.18039846267095933,-0.0009059936722225014,victoria,2.9000679519999997,1.2488722015,1.6511957504999997
3773672,Sevilla,550,16,16,493,0.8963636363636364,20.123789457800573,94.65268089177401,3.1256999216175503,12.522553338537158,11068.084201790316,339,211,0.6224188790560472,34.375,80,24.880715423797604,16,140,0.5833333333333334,17.5,24,6,5.232112384114087,8.75,13,8.75,14,0.137679066074288,0.23049830608837812,0.048969108280813044,0.07236536281179139,0.17298563869992442,0.06071911342536341,0.0625,0.11163996277472979,0.029012750780484847,0.4321619398164421,0.5357142857142857,1,1,3.9285714285714284,20,3.979667712515809,550,0.24394630192502528,0.06889079318168262,0.36363636363636365,0.08888888888888889,0.27474747474747474,0.054097653554175285,0.17933143725892514,0.10556559779304728,23.659574468085108,8.638328631981798,40,0.28267906336088156,0.20986147186147186,-0.0728175914994097,0.1897031562394451,0.17020432455606765,-0.0011401346623363283,empate,0.688010283,1.6534482454000001,-0.9654379624000001
3773625,Sevilla,480,16,16,433,0.9020833333333333,21.143554449017063,83.14595600508783,3.4234485537247363,13.593388461503519,10148.90613552819,246,234,0.9512195121951219,30.0,63,16.508583625899995,16,148,0.6166666666666667,18.5,28,11,4.937104414532874,9.25,14,9.25,14,0.14961976385259823,0.1752902952182225,0.016825112695662375,0.06248579545454547,0.18719387755102046,0.04945014423134933,0.0625,0.12006865072243511,0.022606451180816292,0.4041103655624072,0.5555555555555556,1,1,3.2432432432432434,14,2.497624876140091,480,0.21947933862827476,0.05427313482238764,0.35555555555555557,0.13333333333333333,0.22222222222222224,0.045711776146558754,0.18239998602806726,0.11232885894756203,21.5531914893617,7.517540389383549,34,0.21357808857808855,0.22467243867243866,0.011094350094350114,0.15908504449129188,0.20291713458042954,-0.00016664873568203873,derrota,0.089311511,1.92933905,-1.840027539
3773593,Villarreal,543,16,16,480,0.8839779005524862,19.43957519054148,70.2157389763862,0.8944271909999184,11.798916675154802,10555.689328464023,241,302,1.2531120331950207,33.9375,83,20.547404540071074,16,143,0.5958333333333333,17.875,27,4,5.91475908216049,8.9375,15,8.9375,13,0.17960051971023144,0.2211105858361798,0.029594377036385577,0.07099702380952382,0.36976190476190474,0.0953033505308686,0.0625,0.13454410818914456,0.030757603589150913,0.36887213439879896,0.5172413793103449,1,1,3.797202797202797,14,2.886087778493059,543,0.23025957494042593,0.06444380940714173,0.4111111111111111,0.08333333333333333,0.3277777777777778,0.0509669678147939,0.18797314789211164,0.09200461431752076,23.95744680851064,8.126600034584522,40,0.22333461992552905,0.23635353535353534,0.013018915428006289,0.20730073979341263,0.17096486701896685,5.8735045148088006e-05,derrota,0.1825146875,2.6873112679999998,-2.5047965805
3773689,Villarreal,475,16,16,403,0.848421052631579,18.492866621825407,70.17763176397449,1.9235384061671255,11.852922065887697,8784.111645367067,205,270,1.3170731707317074,29.6875,72,20.31983841799273,16,137,0.5708333333333333,17.125,25,6,5.61109392186586,8.5625,14,8.5625,14,0.20742878029227618,0.31163504345454784,0.060829398274564066,0.07075892857142858,0.16674603174603175,0.048697444947917626,0.06249999999999999,0.1213396579764476,0.027864551363049772,0.4491216440598784,0.5357142857142857,1,1,3.4671532846715327,14,2.7974208530463476,475,0.22836474867724865,0.04970353179413374,0.34444444444444444,0.13636363636363635,0.2080808080808081,0.03786650701544319,0.18066359338064844,0.1072684266257205,20.458333333333332,6.952600411520103,35,0.20625409943591766,0.24707375957375957,0.04081966013784191,0.15945052056992584,0.19861311652818298,0.0007119503530434926,derrota,1.3720789489999998,3.3227739440000006,-1.9506949950000008
3773656,Atlético Madrid,549,15,15,477,0.8688524590163934,20.107842283949047,77.55185362065822,0.0,13.986252282688373,11039.205413888027,270,279,1.0333333333333334,36.6,74,22.906019171512852,15,116,0.5523809523809524,15.466666666666667,23,2,6.075817274701039,7.733333333333333,12,7.733333333333333,11,0.1664821314930117,0.25941614525577,0.041228096547234194,0.09227106227106228,0.21529304029304033,0.06028498752668785,0.06666666666666667,0.12354353129563828,0.035240394879718515,0.36078779081224405,0.45161290322580644,1,1,4.732758620689655,18,3.9574411765525914,549,0.24895607864357863,0.053607945443134866,0.35454545454545455,0.1111111111111111,0.24343434343434345,0.06089773111049706,0.23023295587288098,0.1061534638648558,21.229166666666668,7.630397171373703,39,0.2542705971277399,0.2448225642670087,-0.009448032860731204,0.21999779813965792,0.23819363410983221,-0.00031398145746278474,victoria,0.562930227,0.954291622,-0.391361395
3773372,Atlético Madrid,435,14,14,369,0.8482758620689655,19.96482044153189,72.62231062146121,1.264911064067345,13.60924190935646,8684.696892066373,185,250,1.3513513513513513,31.071428571428573,62,19.519080549413836,14,116,0.6373626373626373,16.571428571428573,24,6,5.10901564064219,8.285714285714286,13,8.285714285714286,13,0.12416361815387852,0.16573603761493388,0.027878794673262472,0.07138387406244548,0.21891025641025638,0.06721821299796966,0.07142857142857141,0.11775215400172943,0.03455974214689,0.46680422085249296,0.5909090909090909,1,1,3.75,18,3.4637905288262174,435,0.21459078361252273,0.060568045688199255,0.38181818181818183,0.1111111111111111,0.27070707070707073,0.04909251242584576,0.16766948432519505,0.1068209530283143,18.282608695652176,8.627251508970502,42,0.20150999793856939,0.22557864357864357,0.024068645640074188,0.13196506805224303,0.19766119399447468,6.479824009888798e-05,empate,0.55558012,0.8648851659999999,-0.30930504599999986
3764661,Athletic Club,490,15,15,437,0.8918367346938776,21.845378865433997,82.40400475705049,3.2802438933713405,13.35375814618975,10704.235644062659,213,277,1.300469483568075,32.666666666666664,68,18.30950832868254,15,140,0.6666666666666666,18.666666666666668,25,12,4.237399621885521,9.333333333333334,14,9.333333333333334,13,0.19466562628267217,0.23995795852891819,0.026554668906157534,0.06896709110994825,0.1346502703645561,0.04073223898937263,0.06666666666666665,0.11532394882721331,0.027941501421119237,0.4358003760809635,0.6086956521739131,1,1,3.5,17,2.960453633193014,490,0.22400908783887502,0.05399059381332719,0.4,0.13636363636363635,0.26363636363636367,0.04295909404605056,0.1898104233989992,0.09387781334308659,21.4468085106383,7.353817437040255,36,0.2118883641610914,0.23467532467532468,0.022786960514233262,0.19919711342383695,0.181550136177142,0.0004805450934613742,derrota,0.841487605,1.4724851283,-0.6309975233
3773403,Athletic Club,457,15,15,371,0.811816192560175,19.63568179037612,75.96216163327634,0.4000000000000057,13.56058047185776,8973.506578201886,206,251,1.2184466019417475,30.466666666666665,62,20.08505722694172,15,130,0.6190476190476191,17.333333333333332,26,6,5.827139568909909,8.666666666666666,14,8.666666666666666,14,0.16586263741239202,0.2157645154450338,0.022053119650260487,0.06599162742019886,0.17536630036630035,0.047813238143749194,0.06666666666666667,0.1213514925184023,0.031172337570324664,0.39087592849444913,0.5,1,1,3.5153846153846153,14,2.8154371579796527,457,0.21616203844464713,0.05540279594819532,0.35454545454545455,0.125,0.22954545454545455,0.051821326821326806,0.1998515108277027,0.09809021102218995,21.217391304347824,8.27825275037153,39,0.21472376829519688,0.21737018537018538,0.0026464170749884997,0.193024790333532,0.20558595604280602,0.00039702075085978786,derrota,0.22678602899999997,1.7285390559999998,-1.501753027
3773377,Valencia,297,13,14,227,0.7643097643097643,22.585187691996158,100.63384122649796,2.7166155414412274,17.884968509787203,6707.800744522859,144,153,1.0625,22.846153846153847,39,11.400629762182394,14,100,0.5494505494505495,14.285714285714286,20,1,5.29728463363976,7.142857142857143,11,7.142857142857143,12,0.1737764135426791,0.2441891438021611,0.062455342911912876,0.068246336996337,0.2514957264957265,0.06466235502590735,0.07142857142857144,0.14516633580898639,0.03434092729360357,0.37863519876641033,0.5034965034965034,1,1,2.97,11,2.1792429878285713,297,0.18080494384842213,0.05263495200297898,0.3333333333333333,0.06666666666666667,0.26666666666666666,0.044623216289882965,0.1321571081786769,0.12299029476699073,13.804347826086957,5.166643291204719,27,0.16771971414828557,0.19179653679653674,0.024076822648251173,0.1638043815852147,0.1055733985171851,4.745263302155111e-05,empate,1.637535147,2.893558679,-1.256023532
