50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,pass_success,pass_distance,half
,,,,,,,,,,,,,,,,,1.578821,,,,,,,,,,,,,51fdea56-bfc9-4390-a1d9-0b168b890839,964,,"[56.5, 47.1]",3773386,23,,,,,2.7166162,,Left Foot,,,,"[42.8, 53.3]",Ground Pass,,15.03762,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Attacking Midfield,47,Barcelona,217,['1ceb2bd8-1235-4035-8706-776d10239c02'],47,,,,,,,,,,,,,,,,,,Barcelona,217,1427,Pass,,1,15.03761949245957,1H
,,,,,,,,,,,,,,,,,1.654449,,,,,,,,,,,,,08ccaac3-234f-4db8-9e12-8515253a3213,966,,"[43.9, 55.9]",3773386,23,,,,,0.90082484,,Right Foot,,,,"[56.1, 71.3]",Ground Pass,,19.646883,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,47,Barcelona,217,['40d604a5-18e5-4b0e-958c-0f0cdc4978d4'],49,,,,,,,,,,,,,,,,,,Barcelona,217,1429,Pass,,1,19.6468827043885,1H
,,,,,,,,,,,,,,,,,1.169974,,,,,,,,,,,,,0a2ebf5b-637d-40d7-a312-92fba8260688,969,,"[57.6, 65.3]",3773386,23,,,,,-1.6885289,,Right Foot,,,,"[55.4, 46.7]",Ground Pass,,18.729656,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Sergi Roberto Carnicer,6379.0,Right Back,47,Barcelona,217,['ead8374d-d055-46bd-919e-1dbe312131e5'],52,,,,,,,,,,,,,,,,,,Barcelona,217,1432,Pass,,1,18.729655629509043,1H
,,,,,,,,,,,,,,,,,1.579639,,,,,,,,,,,,,39843850-836b-4309-9b2c-900133795445,977,,"[63.2, 40.7]",3773386,23,,,,,-0.6486901,,Left Foot,,,,"[84.7, 24.4]",High Pass,,26.980364,,,,Anssumane Fati,30756.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Attacking Midfield,47,Barcelona,217,"['0f87dff9-2b1a-4841-833b-81a48cb934e1', 'c8639466-d70f-49d5-af03-b6a08d962dc4']",56,,,,,,,,,,,,,,,,,,Barcelona,217,1436,Pass,True,1,26.98036322957866,1H
,,,,,,,,,,,,,,,,,0.862104,,,,,,,,,,,,,2e787b09-2ff9-4690-9730-49ea3ba5d26f,980,,"[91.5, 28.5]",3773386,23,,,,,2.155796,,Right Foot,,,,"[86.4, 36.2]",Ground Pass,,9.2358,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Anssumane Fati,30756.0,Left Wing,47,Barcelona,217,['c326970d-2539-44e0-9d42-84a28b8e2226'],59,,,,,,,,,,,,,,,,,,Barcelona,217,1439,Pass,,1,9.235799911215054,1H
,,,,,,,,,,,,,,,,,0.654287,,,,,,,,,,,,,a4499452-9e67-4f31-a2d3-bd03a38b22bc,984,,"[95.5, 35.9]",3773386,24,,,,,0.4048918,,Left Foot,,,,"[101.1, 38.3]",Ground Pass,,6.0926185,,Incomplete,,Anssumane Fati,30756.0,,,Through Ball,True,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Attacking Midfield,47,Barcelona,217,"['2c7de811-e30e-4a4b-8555-a2853faf8bb6', '6c941aa2-155e-433a-ac58-841b1ef61029', 'a370c032-ceeb-4dc4-a46f-191b0966eea4']",1,,,,,,,,,,,,,,,,,,Barcelona,217,1441,Pass,True,0,6.092618484691121,1H
,,,,,,,,,,,,,,,,,1.762191,,,,,,,,,,,,,2192bfaa-bd29-4d66-9769-8d60f34d6059,987,,"[35.2, 44.3]",3773386,24,,,,,-0.10513851,,Left Foot,,,,"[55.1, 42.2]",High Pass,,20.010498,,Incomplete,,Deyverson Brum Silva Acosta,25134.0,,,,,Recovery,1,Regular Play,José Ignacio Peleteiro Ramallo,9462.0,Left Center Midfield,47,Barcelona,217,"['555027d3-be68-42a2-885a-d407b22416cd', '84b65f59-2e2c-4980-b343-1a6a4830ec47']",4,,,,,,,,,,,,,,,,,,Deportivo Alavés,206,1444,Pass,,0,20.01049724519608,1H
,,,,,,,,,,,,,,,,,2.25069,,,,,,,,,,,,,555027d3-be68-42a2-885a-d407b22416cd,990,,"[65.0, 37.9]",3773386,24,,,,True,0.6084601,,,,,,"[73.9, 44.1]",Low Pass,,10.846659,,,,Sergio Busquets i Burgos,5203.0,,,,,Recovery,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,47,Barcelona,217,"['2192bfaa-bd29-4d66-9769-8d60f34d6059', '9e4efbd7-4410-4d9e-bc50-079cbbb5b7c8', 'eef1f7b4-c5cc-4d3b-87ba-fd69d99ff694']",6,,,,,,,,,,,,,,,,,,Barcelona,217,1446,Pass,True,1,10.846658471621579,1H
,,,,,,,,,,,,,,,,,1.113,,,,,,,,,,,,,316a5d6d-d89f-4732-b716-44e18871730a,996,,"[85.6, 24.6]",3773386,24,,,,,-0.6153395,,Right Foot,,,,"[103.0, 12.3]",Ground Pass,,21.308449,,,,Luis Jesús Rioja González,24049.0,,,,,,1,Regular Play,Rodrigo Andrés Battaglia,10605.0,Center Defensive Midfield,47,Barcelona,217,['828b344f-7544-4af2-af9b-6024a6428e36'],14,,,,,,,,,,,,,,,,,,Deportivo Alavés,206,1454,Pass,,1,21.308449028495723,1H
,,,,,,,,,,,,,,,,,0.985429,,,,,,,,,,,,,48d6587a-e45d-439c-bcba-cbf16a4230c6,999,,"[104.5, 20.4]",3773386,24,,,,,1.5523936,,Left Foot,,,,"[104.8, 36.7]",Low Pass,,16.302761,,Incomplete,,José Ignacio Peleteiro Ramallo,9462.0,,,,,,1,Regular Play,Luis Jesús Rioja González,24049.0,Left Midfield,47,Barcelona,217,"['872904e7-3e17-456a-8016-2801647c1618', 'a852c9a3-f5d0-45a7-9a3a-35c843277754']",18,,,,,,,,,,,,,,,,,,Deportivo Alavés,206,1458,Pass,,0,16.302760502442528,1H
,,,,,,,,,,,,,,,,,1.10189,,,,,,,,,,,,,3215c049-31b8-4e3c-95fc-fc3a273ee016,1006,,"[88.9, 70.9]",3773386,25,,,,,-0.56828684,,Head,,,,"[97.2, 65.6]",Low Pass,,9.847842,,Incomplete,,José Ignacio Peleteiro Ramallo,9462.0,,,,,Recovery,1,From Throw In,Tomás Pina Isla,6622.0,Right Center Midfield,49,Barcelona,217,"['2e5f484d-f19e-4c07-a3a2-8584c2aa1bf7', '3930b402-a11d-408a-ad65-3887a0b58e64', 'cfa34e9a-1d15-45ea-9294-0c940590e594']",35,,,,,,,,,,,,,,,,,,Deportivo Alavés,206,1535,Pass,,0,9.847842403288148,1H
,,,,,,,,,,,,,,,,,0.738529,,,,,,,,,,,,,2e5f484d-f19e-4c07-a3a2-8584c2aa1bf7,1008,,"[22.9, 14.5]",3773386,25,,,,,-0.9526521,,Left Foot,,,,"[26.1, 10.0]",Ground Pass,,5.5217752,,,,Frenkie de Jong,8118.0,,,,,Recovery,1,From Throw In,Sergio Busquets i Burgos,5203.0,Right Defensive Midfield,49,Barcelona,217,"['3215c049-31b8-4e3c-95fc-fc3a273ee016', 'b0b1efe3-e03a-48d1-8fa3-7196221b768f']",36,,,,,,,,,,,,,,,,,,Barcelona,217,1536,Pass,,1,5.5217750769114105,1H
,,,,,,,,,,,,,,,,,0.406724,,,,,,,,,,,,,9cc5df17-dc8a-4f15-8785-6d5d995885ca,1012,,"[27.4, 9.6]",3773386,25,,,,,2.158799,,Right Foot,,,,"[24.4, 14.1]",Ground Pass,,5.408327,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Throw In,Frenkie de Jong,8118.0,Left Defensive Midfield,49,Barcelona,217,"['3b6719c1-7675-47ea-8da2-99a4a9079a59', '8973a824-d03e-40f1-9544-a79a6439bd7a']",37,,,,,,,,,,,,,,,,,,Barcelona,217,1537,Pass,True,1,5.408326913195984,1H
,,,,,,,,,,,,,,,,,0.897108,,,,,,,,,,,,,9ddb8461-260c-4e55-b58b-a81eeb81bdd9,1015,,"[24.4, 14.1]",3773386,25,,,,,-2.83354,,Right Foot,,,,"[15.6, 11.3]",Ground Pass,,9.234717,,,,Jordi Alba Ramos,5211.0,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Right Defensive Midfield,49,Barcelona,217,"['2d09c701-0c34-4bf7-a9da-443759cf0bb3', 'fe1e0f9e-0cd1-425c-ad77-d723a032a6a5']",38,,,,,,,,,,,,,,,,,,Barcelona,217,1538,Pass,True,1,9.234717104492155,1H
,,,,,,,,,,,,,,,,,1.142126,,,,,,,,,,,,,d04a6677-17f0-4de1-ae87-f942b01aff61,1017,,"[15.6, 11.3]",3773386,25,,,,,1.724741,,Left Foot,,,,"[13.8, 22.9]",Ground Pass,,11.738825,,,,Clément Lenglet,6826.0,,,,,,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,49,Barcelona,217,['2b95c16e-e609-4f4b-b83e-4c7e1955d3bf'],39,,,,,,,,,,,,,,,,,,Barcelona,217,1539,Pass,,1,11.73882447266335,1H
,,,,,,,,,,,,,,,,,2.230633,,,,,,,,,,,,,b0f931af-8146-433e-9cbf-a0f1a4f05020,1020,,"[14.1, 25.5]",3773386,25,,,,,1.4216064,,Left Foot,,,,"[19.0, 58.1]",Ground Pass,,32.966194,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,From Throw In,Clément Lenglet,6826.0,Left Center Back,49,Barcelona,217,['43d1c1de-4d55-4d47-a595-ed45cf86d975'],41,,,,,,,,,,,,,,,,,,Barcelona,217,1541,Pass,,1,32.966194806195034,1H
,,,,,,,,,,,,,,,,,1.245768,,,,,,,,,,,,,831e8e74-9a15-48f2-836d-282ec38addb5,1023,,"[20.9, 59.3]",3773386,25,,,,,0.72412527,,Right Foot,,,,"[38.2, 74.6]",Ground Pass,,23.09502,,,,Ousmane Dembélé,5477.0,,,,,,1,From Throw In,Sergi Roberto Carnicer,6379.0,Right Back,49,Barcelona,217,['f166d0d1-d1c5-42a9-90e4-c10e65fd8847'],44,,,,,,,,,,,,,,,,,,Barcelona,217,1544,Pass,,1,23.095021108455388,1H
,,,,,,,,,,,,,,,,,1.978905,,,,,,,,,,,,,ebe9a445-114b-4ad0-9540-1233e005858d,1031,,"[18.9, 64.8]",3773386,25,,,,,-2.1617143,,Right Foot,,,,"[3.0, 41.1]",Ground Pass,,28.539446,,,,Norberto Murara Neto,6590.0,,,,,,1,From Throw In,Sergi Roberto Carnicer,6379.0,Right Back,49,Barcelona,217,['7e165d85-c961-400d-815a-f9779ad081dd'],51,,,,,,,,,,,,,,,,,,Barcelona,217,1551,Pass,,1,28.539446385660668,1H
,,,,,,,,,,,,,,,,,1.526385,,,,,,,,,,,,,2ea160e0-57e1-4573-b15b-1e3e609da137,1034,,"[7.4, 36.6]",3773386,25,,,,,-0.87605804,,Right Foot,,,,"[20.4, 21.0]",Ground Pass,,20.306648,,,,Clément Lenglet,6826.0,,,,,,1,From Throw In,Norberto Murara Neto,6590.0,Goalkeeper,49,Barcelona,217,['acf1cc1c-63f3-46f8-80e6-cc4dea11d995'],55,,,,,,,,,,,,,,,,,,Barcelona,217,1555,Pass,,1,20.306649157357302,1H
,,,,,,,,,,,,,,,,,1.796526,,,,,,,,,,,,,8b874887-f2cd-4a29-bc65-33fefdf3d8f3,1037,,"[28.9, 20.6]",3773386,25,,,,,1.2963855,,Left Foot,,,,"[35.6, 44.4]",Ground Pass,,24.725088,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Throw In,Clément Lenglet,6826.0,Left Center Back,49,Barcelona,217,['f7b88bdd-e9db-4414-a87e-46cf909a72e3'],58,,,,,,,,,,,,,,,,,,Barcelona,217,1558,Pass,,1,24.725088473046966,1H
,,,,,,,,,,,,,,,,,0.917114,,,,,,,,,,,,,c59f4a0c-3e6f-4d11-bde2-b60491ce5ec3,1040,,"[40.2, 54.6]",3773386,26,,,,,1.0081993,,Right Foot,,,,"[50.1, 70.3]",Ground Pass,,18.56071,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,49,Barcelona,217,['7f416215-0176-4f74-a357-704a8d8011df'],1,,,,,,,,,,,,,,,,,,Barcelona,217,1561,Pass,,1,18.56071119327058,1H
,,,,,,,,,,,,,,,,,1.02141,,,,,,,,,,,,,9da7238e-e61b-46a7-b5ce-42781d90081f,1043,,"[47.8, 70.3]",3773386,26,,,,,0.4820787,,Right Foot,,,,"[56.4, 74.8]",Ground Pass,,9.706183,,,,Ousmane Dembélé,5477.0,,,,,,1,From Throw In,Sergi Roberto Carnicer,6379.0,Right Back,49,Barcelona,217,['bc8e52b5-fc8a-4cc9-a3c1-08ee62972372'],4,,,,,,,,,,,,,,,,,,Barcelona,217,1564,Pass,,1,9.706183596038148,1H
,,,,,,,,,,,,,,,,,1.856531,,,,,,,,,,,,,22df1319-3e36-4853-8e96-2de562ec226f,1045,,"[56.4, 74.8]",3773386,26,,,,,-0.62597823,,Left Foot,,,,"[71.2, 64.1]",Ground Pass,,18.262804,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Throw In,Ousmane Dembélé,5477.0,Right Wing,49,Barcelona,217,"['57051869-21b1-4463-b450-ba16e55def79', 'bb42425d-14fa-4142-acd6-6571790b76b0']",5,,,,,,,,,,,,,,,,,,Barcelona,217,1565,Pass,,0,18.26280372779602,1H
,,,,,,,,,,,,,,,,,1.584393,,,,,,,,,,,,,d130f57b-390f-423a-8df5-f14e7bd78abc,1050,,"[53.5, 58.7]",3773386,26,,,,,-1.4508923,,Right Foot,,,,"[56.5, 33.8]",Ground Pass,,25.080072,,,,Frenkie de Jong,8118.0,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,49,Barcelona,217,['2f9f851f-14bb-4538-bfa5-3116fd76afeb'],11,,,,,,,,,,,,,,,,,,Barcelona,217,1571,Pass,,1,25.080071770232244,1H
,,,,,,,,,,,,,,,,,1.03676,,,,,,,,,,,,,99237827-a9bd-40ed-9a5d-bdef01a1d209,1053,,"[66.4, 24.8]",3773386,26,,,,,0.67114383,,Right Foot,,,,"[73.2, 30.2]",Ground Pass,,8.683317,,,,Antoine Griezmann,5487.0,,,,,,1,From Throw In,Frenkie de Jong,8118.0,Left Defensive Midfield,49,Barcelona,217,['eb29f97d-c07d-47e7-a177-4d27438b734f'],14,,,,,,,,,,,,,,,,,,Barcelona,217,1574,Pass,,1,8.68331733843696,1H
,,,,,,,,,,,,,,,,,1.133249,,,,,,,,,,,,,c7f830b2-668b-41a5-b1a9-072a662f2227,1055,,"[73.2, 30.2]",3773386,26,,,,,-2.3046937,,Right Foot,,,,"[68.6, 25.1]",Ground Pass,,6.868042,,,,Frenkie de Jong,8118.0,,,,,,1,From Throw In,Antoine Griezmann,5487.0,Center Forward,49,Barcelona,217,['a5056f83-8093-4bb1-8c9b-1eca62fc626a'],15,,,,,,,,,,,,,,,,,,Barcelona,217,1575,Pass,,1,6.868041933477114,1H
,,,,,,,,,,,,,,,,,1.132422,,,,,,,,,,,,,ed36d56e-81d1-4ebb-a0fc-c37711581808,1058,,"[70.7, 17.1]",3773386,26,,,,,-0.479732,,Right Foot,,,,"[85.5, 9.4]",Ground Pass,,16.683226,,,,Anssumane Fati,30756.0,,,,,,1,From Throw In,Frenkie de Jong,8118.0,Left Defensive Midfield,49,Barcelona,217,['f356fbbc-3d49-4a39-bb47-7d6481f7823b'],18,,,,,,,,,,,,,,,,,,Barcelona,217,1578,Pass,,1,16.683225107874076,1H
,,,,,,,,,,,,,,,,,0.778053,,,,,,,,,,,,,6e674b3e-438f-4fc8-8970-d0322b987e26,1061,,"[84.4, 10.3]",3773386,26,,,,,1.4994888,,Right Foot,,,,"[84.9, 17.3]",Ground Pass,,7.017834,,,,Jordi Alba Ramos,5211.0,,,,,,1,From Throw In,Anssumane Fati,30756.0,Left Wing,49,Barcelona,217,['599ea6ba-ba67-487d-acba-3b383e62b982'],22,,,,,,,,,,,,,,,,,,Barcelona,217,1582,Pass,,1,7.0178344238090995,1H
,,,,,,,,,,,,,,,,,1.090724,,,,,,,,,,,,,45b148ec-6b0e-4958-8641-2378c88c1e61,1063,,"[84.9, 17.3]",3773386,26,,,,,-2.693153,,Left Foot,,,,"[74.3, 12.2]",Ground Pass,,11.763078,,,,Frenkie de Jong,8118.0,,,,,,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,49,Barcelona,217,['7985c2a7-9db5-4307-a5b7-fc5ad4941593'],23,,,,,,,,,,,,,,,,,,Barcelona,217,1583,Pass,,1,11.763077828527711,1H
,,,,,,,,,,,,,,,,,0.739261,,,,,,,,,,,,,0e420a6e-4848-44d8-a575-e06cd8f69003,1066,,"[71.6, 15.1]",3773386,26,,,,,1.2527088,,Right Foot,,,,"[74.3, 23.3]",Ground Pass,,8.633076,,,,Anssumane Fati,30756.0,,,,,,1,From Throw In,Frenkie de Jong,8118.0,Left Defensive Midfield,49,Barcelona,217,['e2b88fd5-8338-4080-bf9b-1743b2046d2e'],24,,,,,,,,,,,,,,,,,,Barcelona,217,1584,Pass,,1,8.633075929238665,1H
,,,,,,,,,,,,,,,,,1.056547,,,,,,,,,,,,,cd8c6281-a198-4af1-b2da-6baec5fd5549,1069,,"[75.3, 30.2]",3773386,26,,,,,0.7602778,,Right Foot,,,,"[85.5, 39.9]",Ground Pass,,14.075866,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Throw In,Anssumane Fati,30756.0,Left Wing,49,Barcelona,217,['c8ac9e34-b833-495c-8e37-44772e8f7e7e'],27,,,,,,,,,,,,,,,,,,Barcelona,217,1587,Pass,,1,14.07586587034702,1H
,,,,,,,,,,,,,,,,,0.730571,,,,,,,,,,,,,d0d701ad-7191-412d-9f80-5a1f5f1f4d66,1075,,"[23.6, 49.0]",3773386,26,,,,,2.2404354,,Right Foot,,,,"[19.8, 53.8]",Ground Pass,,6.1220913,,,,Joaquín Navarro Jiménez,6923.0,,,,,Recovery,1,From Throw In,Rodrigo Andrés Battaglia,10605.0,Center Defensive Midfield,49,Barcelona,217,"['a14740f5-2ec9-4d11-a236-1498762939c1', 'ab987705-64ac-4966-8cfc-2a03972423ca']",30,,,,,,,,,,,,,,,,,,Deportivo Alavés,206,1590,Pass,True,1,6.122091146005585,1H
,,,,,,,,,,,,,,,,,1.645885,,,,,,,,,,,,,bc30d929-3ae4-47f9-b71e-2b5d32403513,1079,,"[23.5, 50.1]",3773386,26,,,,,-0.483731,,Left Foot,,,,"[51.1, 35.6]",High Pass,,31.177074,,Incomplete,,José Ignacio Peleteiro Ramallo,9462.0,,,,,,1,From Throw In,Joaquín Navarro Jiménez,6923.0,Right Back,49,Barcelona,217,"['3605e069-cbc1-45d2-b594-146fdd9e2667', '7c99624f-9ca0-4918-ba35-6a1979cfff7d', '7dc0920c-67cb-406a-a0a3-f67951f1400d']",32,,,,,,,,,,,,,,,,,,Deportivo Alavés,206,1592,Pass,True,0,31.177074910902082,1H
,,,,,,,,,,,,,,,,,1.557906,,,,,,,,,,,,,7dc0920c-67cb-406a-a0a3-f67951f1400d,1081,,"[69.0, 44.5]",3773386,26,,,,,1.360968,,Other,,,,"[71.3, 55.3]",Low Pass,,11.0421915,,,,Sergi Roberto Carnicer,6379.0,,,,,Recovery,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,49,Barcelona,217,"['bc30d929-3ae4-47f9-b71e-2b5d32403513', 'd0f98d8a-c114-40f1-bd42-0aa663ae5a7e']",34,,,,,,,,,,,,,,,,,,Barcelona,217,1594,Pass,,1,11.042191811411353,1H
,,,,,,,,,,,,,,,,,1.267794,,,,,,,,,,,,,5a75d869-6602-45f5-a3e8-b4600fa7da36,1083,,"[71.3, 55.3]",3773386,26,,,,,-2.2429092,,Right Foot,,,,"[63.9, 46.0]",Low Pass,,11.884864,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Throw In,Sergi Roberto Carnicer,6379.0,Right Back,49,Barcelona,217,['51b9aa1b-cbba-4f26-af9a-5c024abd8dbc'],36,,,,,,,,,,,,,,,,,,Barcelona,217,1596,Pass,,1,11.88486432400471,1H
,,,,,,,,,,,,,,,,,1.156617,,,,,,,,,,,,,019c941e-2b72-4162-a517-ef5e849d5fdc,1086,,"[65.0, 47.9]",3773386,26,,,,,1.2490457,,Left Foot,,,,"[72.4, 70.1]",Ground Pass,,23.400854,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,49,Barcelona,217,['653ed0ae-e118-4ecf-b192-2f25e19f5d6c'],39,,,,,,,,,,,,,,,,,,Barcelona,217,1599,Pass,,1,23.400854685246006,1H
,,,,,,,,,,,,,,,,,1.010752,,,,,,,,,,,,,a4aab72b-c17f-4bae-9fab-c8872ef8c1a4,1089,,"[76.5, 70.7]",3773386,26,,,,,0.7695265,,Right Foot,,,,"[82.9, 76.9]",Ground Pass,,8.910667,,,,Ousmane Dembélé,5477.0,,,,,,1,From Throw In,Sergi Roberto Carnicer,6379.0,Right Back,49,Barcelona,217,['2ffc7a2d-837d-41b2-89a6-b7f63091609a'],42,,,,,,,,,,,,,,,,,,Barcelona,217,1602,Pass,,1,8.910667763978191,1H
,,,,,,,,,,,,,,,,,2.187558,,,,,,,,,,,,,4242a549-0875-4c13-9d9b-6610ee5f4aaf,1092,,"[81.7, 75.0]",3773386,26,,,,,-2.2212727,,Left Foot,,,,"[62.6, 49.9]",Ground Pass,,31.540768,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Throw In,Ousmane Dembélé,5477.0,Right Wing,49,Barcelona,217,['022bc98d-493b-4d0b-89ca-f86bfe46d0c6'],48,,,,,,,,,,,,,,,,,,Barcelona,217,1608,Pass,,1,31.540767270312244,1H
,,,,,,,,,,,,,,,,,1.640473,,,,,,,,,,,,,cf5b5a00-f9ac-4066-8e9a-89889fc3c8b9,1095,,"[63.6, 47.5]",3773386,26,,,,,-1.2561378,,Right Foot,,,,"[70.5, 26.3]",Ground Pass,,22.294619,,,,Jordi Alba Ramos,5211.0,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,49,Barcelona,217,['d03d8697-6f24-40d7-b6a8-14625dc12aa6'],50,,,,,,,,,,,,,,,,,,Barcelona,217,1610,Pass,,1,22.294618184665104,1H
,,,,,,,,,,,,,,,,,1.350464,,,,,,,,,,,,,be13d3c0-43aa-4952-aef4-241643a0a75a,1099,,"[70.5, 26.3]",3773386,26,,,,,2.9868124,,Left Foot,,,,"[56.4, 28.5]",Ground Pass,,14.270599,,,,Clément Lenglet,6826.0,,,,,,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,49,Barcelona,217,"['1d1b85f0-bc93-450d-8317-9e8c79e1ac92', '63d34087-bf3f-4794-8f86-3677e1760e46']",52,,,,,,,,,,,,,,,,,,Barcelona,217,1612,Pass,True,1,14.27059914649697,1H
,,,,,,,,,,,,,,,,,1.103253,,,,,,,,,,,,,cf4fb91e-048c-42fa-87f5-b917abcf73ec,1102,,"[55.4, 29.6]",3773386,26,,,,,0.823218,,Left Foot,,,,"[64.3, 39.2]",Ground Pass,,13.090837,,,,Frenkie de Jong,8118.0,,,,,,1,From Throw In,Clément Lenglet,6826.0,Left Center Back,49,Barcelona,217,['71b23287-7b95-4c41-873c-a6e864cdfe89'],55,,,,,,,,,,,,,,,,,,Barcelona,217,1615,Pass,,1,13.09083648969767,1H
,,,,,,,,,,,,,,,,,1.127614,,,,,,,,,,,,,4bd7e5c9-8cae-4734-9fba-47cc192a0a7d,1106,,"[66.0, 28.9]",3773386,26,,,,,-2.7163877,,Right Foot,,,,"[55.4, 24.1]",Ground Pass,,11.63615,,,,Clément Lenglet,6826.0,,,,,,1,From Throw In,Frenkie de Jong,8118.0,Left Defensive Midfield,49,Barcelona,217,"['5996d691-c2ee-445b-bc02-2959c916d0e2', 'ca0ffc08-ea9a-434a-a9f5-518556dda47f']",58,,,,,,,,,,,,,,,,,,Barcelona,217,1618,Pass,True,1,11.636150566231086,1H
,,,,,,,,,,,,,,,,,1.067438,,,,,,,,,,,,,c224028c-6c07-4841-88ae-667cbdbbd198,1108,,"[55.4, 24.1]",3773386,26,,,,,0.9401786,,Left Foot,,,,"[67.3, 40.4]",Ground Pass,,20.181675,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Throw In,Clément Lenglet,6826.0,Left Center Back,49,Barcelona,217,['0e534962-7d5f-4154-94cb-d6107e09a693'],59,,,,,,,,,,,,,,,,,,Barcelona,217,1619,Pass,,1,20.181674856165923,1H
,,,,,,,,,,,,,,,,,0.591736,,,,,,,,,,,,,ff308d33-abbf-4c2f-aabe-ee7613bb949e,1111,,"[68.8, 43.3]",3773386,27,,,,,0.43587697,,Right Foot,,,,"[76.1, 46.7]",Ground Pass,,8.05295,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Right Defensive Midfield,49,Barcelona,217,['25ae904c-8903-431b-aba6-317ef5ffc764'],2,,,,,,,,,,,,,,,,,,Barcelona,217,1622,Pass,,1,8.052949770115296,1H
,,,,,,,,,,,,,,,,,0.89249,,,,,,,,,,,,,62f47e4e-7641-402d-81ca-675c95e41074,1114,,"[74.6, 41.4]",3773386,27,,,,,-0.7719461,,Left Foot,,,,"[85.9, 30.4]",Ground Pass,,15.769908,,,,Frenkie de Jong,8118.0,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Attacking Midfield,49,Barcelona,217,['fa8bc96f-e6cc-49c7-835b-39d7096f7b9c'],6,,,,,,,,,,,,,,,,,,Barcelona,217,1626,Pass,,1,15.769908052997653,1H
,,,,,,,,,,,,,,,,,0.726706,,,,,,,,,,,,,3c91006c-9ece-4047-8901-64d8190050d5,1118,,"[98.4, 27.8]",3773386,27,,,,,-0.38050637,,Right Foot,,,,"[105.9, 24.8]",Ground Pass,,8.077747,,,,Anssumane Fati,30756.0,,,,,,1,From Throw In,Frenkie de Jong,8118.0,Left Defensive Midfield,49,Barcelona,217,"['347d5553-062c-4864-8a2e-e341a2b631f2', 'c436b188-78aa-4195-b73b-4b2ae9411e1e']",9,,,,,,,,,,,,,,,,,,Barcelona,217,1629,Pass,True,1,8.077747210701755,1H
